"Status","Name","Duration in ms","Description"
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[异常保存-intervalSeconds缺失-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","45","
        机器人暖场语保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq[正常查询-仅userId和robotId+categoryId，搜索某个分类下的信息-{""userId"": ""11"",""robotId"": ""877"",""categoryId"":""904""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}},{""match"":{""categoryId"":904}}]}},""sort"":","121","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参-未配置问题-{""data"":{""question"": """", ""categoryId"": ""895"",""similarQuestionforms"": [{""question"": ""ZL-测试配置问答对信息3-1""}],""answerForms"": ","44","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_template_category[正常查询-查询answer-{""templateId"":""5"",""keyName"":""answer"",""keyword"":""瘦脸针""}-es--template_faq_answer--{""query"":{""bool"":{""must"":","57","
        预置问答问答对分类信息--查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_check_question","47","
        预置问答问答对配置信息--验证标准问题
        "
"failed","pytest.test_robot_faq.TestRobotFaq#test_check_question","151","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参问题缺少-{""data"":{""categoryId"": ""895"",""similarQuestionforms"": [{""question"": ""ZL-测试配置问答对信息3-1""}],""answerForms"": ","44","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_save","43","
        机器人阈值范围保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_check_question","46","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_by_id","174","
        预置回答问答对配置信息--根据ID查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[错参-userId为空-{""robotId"":""877"",""unknowResponseEnable"":""true"",""unknowResponseList"":","79","
        机器人未知问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-warmResponseEnable为空-{""robotId"":""877"",""warmResponseEnable"":"""",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","57","
        机器人暖场语保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_status[单个设置-启用-{""ids"": ""","58","
        常规问答问答对配置信息--批量修改状态
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_query","63","
        机器人暖场语查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","38","
        新增robot
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参-userId为空-{""data"":{""question"": ""ZL-测试配置问答对信息1"", ""categoryId"": ""895"",""similarQuestionforms"": [{""question"": ""ZL-测试配置问答对信息1-1""}],""answerForms"": ","44","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_query","46","
        机器人引导语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-robotId为空-{""robotId"":"""",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","51","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-userId为空-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","51","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","39","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_query","46","
        查询robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","35","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","44","
        编辑robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_login","43","
        登录robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_query","124","
        机器人机器人访客端查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page[正常查询-搜索问题+无分类+分页（设置每页2行）-{""userId"": ""11"", ""robotId"": ""877"",""keyName"": ""question"",""curPage"": ""1"",""pageSize"": ""2""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}}]}},""sort"":","73","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category","47","
        常规问答问答对配置信息--批量修改分类
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_search_standard_questions[正常查询-查询keyName = answer-{""templateId"": ""5"",""keyName"":""answer"",""curPage"":1,""pageSize"":10}-esanswer--template_faq_answer--{""query"":{""match"":{""templateId"":5}},""sort"":[{""modifyTime"":{""order"":""desc""}}],""size"":10,""from"":0,""_source"":","156","
        预置回答问答对配置信息--根据分类和模板Id，模糊查询问题/答案分页数据
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_update_index_no","52","
        常规问答问答对分类信息--修改排序
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_query","60","
        机器人猜你想问查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","64","
        机器人欢迎语保存
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_cite_faq[重复引用-{""data"":{""question"":""zl-test分类测试问题1"",""categoryId"":""904"",""similarQuestionforms"":[{""question"":""""}],""answerForms"":","42","
        预置问答问答对配置信息--引用
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","41","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_check_question","47","
        预置问答问答对配置信息--验证标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","54","
        机器人关联问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_hot_question_query","55","
        机器人热点问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_query","44","
        机器人欢迎语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[缺参-robotId缺失-{""guideResponseEnable"":""true"",""guideWordList"":","43","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[缺参-userId缺失-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","57","
        机器人引导语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","36","
        新增robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_delete","45","
        删除robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","43","
        机器人关联问题保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_status","46","
        常规问答问答对配置信息--批量修改状态
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[正常保存-保存一条问候语-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","56","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_un_problem_query","69","
        机器人未知问题回复查询
        "
"failed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_save_category","53","
        常规问答问答对分类信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[异常保存-intervalSeconds为负数-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","44","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save","50","
        机器人未知问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[错参-robotId为空-{""robotId"":"""",""hotQuestion"":{""robotId"":""358"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","46","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_save","41","
        机器人阈值范围保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_status","43","
        常规问答问答对配置信息--批量修改状态
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[缺参-userId为空-{""robotId"":""358"",""hotQuestion"":{""robotId"":""358"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","43","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_query","43","
        机器人转人工设置查询
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_save_faq[正常添加-添加相似问题及答案，且答案设置触发条件-{""data"":{""question"": ""zl-test分类测试问题2"", ""categoryId"": ""904"",""similarQuestionforms"": [{""question"": ""zl-test分类测试问题2-1""}],""answerForms"": [{""content"": ""<div>zl-test分类测试回答2</div>"",""condition"": ""","117","
        预置问答问答对分类信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","81","
        机器人高级设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[缺参-userId缺少-{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","42","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[缺参-robotId为空-{""unknowResponseEnable"":""true"",""unknowResponseList"":","52","
        机器人未知问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_query","66","
        查询robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_template_list","125","
        templateList-无参数直接校验
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_query","45","
        机器人转人工设置查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","44","
        机器人转人工设置保存
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_by_id","50","
        预置回答问答对配置信息--根据ID查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_detail","41","
        详情robot
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[正常保存-配置信息（包含相似问题），状态为开启-{""data"":{""question"": ""ZL-接口测试222"", ""categoryId"": ""0"",""similarQuestionforms"": [{""question"": ""ZL-接口测试2222-1""}],""answerForms"": ","191","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","44","
        编辑robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[缺参-robotId缺少-{""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","53","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","43","
        机器人高级设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","40","
        机器人关联问题保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page","42","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","42","
        新增robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","42","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","44","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","43","
        编辑robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","50","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page","45","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_detail","38","
        详情robot
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_by_id","94","
        预置回答问答对配置信息--根据ID查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_template_category[正常查询-查询question-{""templateId"":""5"",""keyName"":""question"",""keyword"":""瘦脸针""}-es--template_faq--{""query"":{""bool"":{""must"":","85","
        预置问答问答对分类信息--查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_query","45","
        查询robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","54","
        机器人高级设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[错参-hotQuestionEnable为空-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":"""",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""热点问题"",""hotQuestionList"":","44","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_query","70","
        机器人引导语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[缺参-faqId缺少-{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","58","
        机器人热点问题保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[正常保存-配置信息（不包含相似问题）,状态为开启-{""data"":{""question"": ""ZL-接口测试111"", ""categoryId"": ""0"",""similarQuestionforms"": [],""answerForms"": ","143","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","53","
        机器人转人工设置保存
        "
"failed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","45","
        机器人高级设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","51","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","41","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_hot_question_query","45","
        机器人热点问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-热点问题，关联问题，猜你想问均关闭-{""robotId"":""358"",""hotQuestion"":{""robotId"":""358"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","72","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_query","67","
        机器人引导语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[正常保存-关闭保存-{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","104","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_query","93","
        机器人阈值范围查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[异常保存-intervalSeconds缺失-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","43","
        机器人引导语保存
        "
"failed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_query_category","89","
        常规问答问答对分类信息--查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_delete","39","
        删除robot
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_delete_category","47","
        常规问答问答对分类信息--删除
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","38","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_related_related_question_query","40","
        机器人关联问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_related_related_question_query","66","
        机器人关联问题查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","58","
        新增robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_hot_question_query","139","
        机器人热点问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[异常保存-delaySecondsTo为负数-{""robotId"":""877"",""unknowResponseEnable"":""true"",""unknowResponseList"":","51","
        机器人未知问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_set_status","50","
        开启/停用robot
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_save_faq","171","
        预置问答问答对分类信息--保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参-robotId为空-{""data"":{""question"": ""ZL-测试配置问答对信息1"", ""categoryId"": ""895"",""similarQuestionforms"": [{""question"": ""ZL-测试配置问答对信息1-1""}],""answerForms"": ","39","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","57","
        机器人高级设置保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_set_status","73","
        开启/停用robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_set_status","69","
        开启/停用robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[正常保存-开启暖场语(暖场语为空）-{""robotId"":""358"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","47","
        机器人暖场语保存
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_update_index_no","44","
        常规问答问答对分类信息--修改排序
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_query","56","
        机器人欢迎语查询
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_save_category","44","
        常规问答问答对分类信息--保存
        "
"failed","pytest.test_robot_faq.TestRobotFaq#test_check_question","147","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","41","
        机器人高级设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq","42","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[错参-wantToAskEnable为空-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","44","
        机器人访客端保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_login","41","
        登录robot
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page[正常查询相似问题-{""userId"": ""11"", ""robotId"": ""877"", ""keyName"": ""similarQuestion"", ""curPage"": ""1"", ""pageSize"": ""10""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}}],""must_not"":[{""match"":{""parentId"":0}}]}},""sort"":","176","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","44","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category","48","
        常规问答问答对配置信息--批量修改分类
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[异常保存-hotDataMode为空-{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":"""",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","52","
        机器人热点问题保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_save_faq","44","
        预置问答问答对分类信息--保存
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_update_index_no","45","
        常规问答问答对分类信息--修改排序
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","45","
        机器人转人工设置保存
        "
"failed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","45","
        机器人高级设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_check_question","45","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[异常保存-responseContent缺失-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","42","
        机器人引导语保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_status[批量设置-停用-{""ids"": ""","53","
        常规问答问答对配置信息--批量修改状态
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","80","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-仅开启猜你想问-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","61","
        机器人访客端保存
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_query_category","42","
        常规问答问答对分类信息--查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_template_category","41","
        预置问答问答对分类信息--查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_template_query_page[空查询-templateId错误-{""templateId"": 10000,""curPage"": 1,""pageSize"": 10,""categoryId"":793,""orderName"":"""",""orderBy"":""""}-bean-{""resultlist"": ","52","
        预置回答问答对配置信息--根据分类和模板Id查询问题分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_save","41","
        机器人猜你想问保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_detail","90","
        详情robot
        "
"failed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_query_category","163","
        常规问答问答对分类信息--查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[正常保存-保存两条问候语-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","61","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_query","71","
        机器人高级设置查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参-答案缺少-{""data"":{""question"": ""ZL-测试配置问答对信息1"", ""categoryId"": ""895"", ""similarQuestionforms"": ","48","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_hot_question_query","73","
        机器人热点问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[缺参-hotQuestionEnable缺少-{""robotId"":""877"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","43","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_save","52","
        机器人猜你想问保存
        "
"failed","pytest.test_robot_manage.TestRobotManage#test_robot_delete","66","
        删除robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","51","
        机器人关联问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","43","
        编辑robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","51","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_template_query_page[空查询-查询不存在的faq-{""templateId"": 5,""pageSize"": 10,""categoryId"":111}-bean-{""resultlist"": ","50","
        预置回答问答对配置信息--根据分类和模板Id查询问题分页数据
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_check_question","48","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_save","41","
        机器人猜你想问保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","46","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_hot_question_query","67","
        机器人热点问题查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_query","49","
        机器人引导语查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_cite_faq","43","
        预置问答问答对配置信息--引用
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[正常保存-开启引导语(问候语为空）-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","82","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_query","60","
        机器人暖场语查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page[正常查询-搜索问题+无分类+分页（设置每页2行）+翻页第二页-{""userId"": ""11"", ""robotId"": ""877"",""keyName"": ""question"",""curPage"": ""2"",""pageSize"": ""2""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}}]}},""sort"":","116","
        常规问答问答对配置信息--模糊查询分页数据
        "
"failed","pytest.test_robot_faq.TestRobotFaq#test_search_page[正常查询-搜索问题+分类-{""userId"": ""11"",""robotId"": ""877"",""keyName"": ""question"",""keyword"": ""分类"",""curPage"": ""1"",""pageSize"": ""10""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}},{""match"":{""question"":""分类""}}]}},""sort"":","66","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-robotId缺失-{""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","42","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_query","47","
        机器人阈值范围查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_template_category[正常查询-更改modify时间-{""templateId"":""5"",""keyName"":""answer"",""keyword"":""瘦脸针"",""modifyTimeFrom"":""2020-08-01 23:36:52"",""modifyTimeTo"":""2020-09-05 23:36:52""}-es--template_faq_answer--{""query"":{""bool"":{""must"":","60","
        预置问答问答对分类信息--查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","50","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","40","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","41","
        机器人高级设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_query","53","
        机器人机器人访客端查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq[正常查询-仅userId和robotId+categoryId+curPage+pageSize+effectiveType+orderby，搜索某个分类下的信息，分页，永久有效,根据robotId降序排序-{""userId"": ""11"",""robotId"": ""877"",""categoryId"":""904"",""curPage"": ""1"",""pageSize"":""2"",""effectiveType"":0}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}},{""match"":{""categoryId"":904}},{""match"":{""effectiveType"":0}}]}},""sort"":","96","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"failed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-开启热点问题，关联问题，猜你想问均开启-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""测试热点问题"",""hotQuestionList"":","44","
        机器人访客端保存
        "
